,title,content,questions
1083,共享分配,共享分配是指多个进程可以同时访问同一设备。这种分配方式适用于可以并发处理多个请求的设备，例如打印机、磁盘等。,"设备分配的方法有（）。
A. 共享分配
B. 独享分配
C. 批次分配
D. 虚拟分配"
1084,独享分配,独享分配是指一个设备在一段时间内只能被一个进程使用。这种分配方式适用于不能并发处理多个请求的设备，例如键盘、鼠标等。,"设备分配的方法有（）。
A. 共享分配
B. 独享分配
C. 批次分配
D. 虚拟分配"
1085,虚拟分配,虚拟分配是指通过虚拟化技术，将一个物理设备虚拟为多个逻辑设备，每个进程使用一个逻辑设备，从而实现设备的共享。这种分配方式适用于计算资源丰富，但设备资源稀缺的情况。,"设备分配的方法有（）。
A. 共享分配
B. 独享分配
C. 批次分配
D. 虚拟分配"
1086,Linux文件权限,"在Linux系统中，文件或目录的权限可以分为三组，分别是文件所有者的权限，文件所属组的权限，以及其他用户的权限。每组权限可以分为读(r)、写(w)、执行(x)三种权限。每种权限可以用数字表示，读权限为4，写权限为2，执行权限为1。如果某一组的权限是读、写、执行，那么这一组的权限就是4+2+1=7。

具体来说：
- 所有者权限：这是文件或目录的所有者具有的权限。
- 组权限：文件或目录所有者所在的组的用户具有的权限。
- 其他用户权限：除文件或目录所有者及其所在组的其他用户具有的权限。","某文件的组外成员的权限为只读；所有者有全部权限；组内的权限为读与写，则该文件的权限为（）。
A. 467 
B. 674 
C. 476 
D. 764"
1087,Shell脚本执行方式,Shell脚本的执行方式通常有两种：一种是创建子进程执行，一种是在当前Shell中执行。它们的区别在于脚本执行的环境以及脚本对环境的影响。创建子进程执行脚本，脚本的执行环境是新建的子进程，脚本中的变量或者设置不会影响到当前Shell环境。在当前Shell中执行脚本，脚本的执行环境就是当前Shell，脚本中的变量或者设置会影响到当前Shell环境。,"使用 . 命令运行脚本时，在当前shell中执行脚本，而不创建子进程。
A. 对
B. 错"
1088,.命令,"""."" 命令，或称source命令，是一种在当前shell环境中读取并执行FileName中的命令的shell内建命令。与直接执行脚本不同的是，脚本中通过export导出的变量，在脚本执行完毕后，依然可以在当前shell中使用。","使用 . 命令运行脚本时，在当前shell中执行脚本，而不创建子进程。
A. 对
B. 错"
1089,FTP（File Transfer Protocol）文件传输协议,FTP 是 File Transfer Protocol（文件传输协议）的英文缩写，用于 Internet 上的计算机之间进行文件传输的协议。在 FTP 的应用程序中，用户经常不仅需要在本地计算机与服务器之间复制文件，而且还希望对远程文件进行直接的更名、删除和列表处理操作。FTP 为这些用户需求提供了支持。,"FTP传输中使用哪两个端口（）？
A.23和24
B.21和22 
C.20和21
D.22和23"
1090,TCP/IP(Transmission Control Protocol/Internet Protocol)传输控制协议/网际协议,FTP 基于 TCP/IP 提供的服务。TCP/IP 是一个网络通信模型，以及一整个网络传输协议家族，为 Internet 的基础通信架构。其在提供可靠的、面向连接的网络数据交delivery时有端口的概念，不同的服务会占用不同的端口。,"FTP传输中使用哪两个端口（）？
A.23和24
B.21和22 
C.20和21
D.22和23"
1091,端口,计算机上为不同的服务或应用程序提供的一个接口。每个基于 TCP 或 UDP 的应用程序都有一个或多个与之相关联的端口。这些端口有标准的号码，例如 FTP 使用的是 20 和 21 端口。,"FTP传输中使用哪两个端口（）？
A.23和24
B.21和22 
C.20和21
D.22和23"
1092,more命令,"Linux系统中的more命令用于分页显示文本文件的内容。它会将长文本文件的内容分成一页一页的形式显示，用户可以通过键盘操作来控制页面的翻动。但是，more命令只能向后翻页，不能向前翻页。如果需要向前翻页的功能，可以使用less命令，它是more命令的增强版，提供了向前翻页的功能。

more命令的基本格式如下：
```
more [options] file...
```
其中，options是命令选项，file是要查看的文件。一些常用的more命令选项包括：
- -d：提示“Press space to continue, 'q' to quit（按空格键继续，'q'退出）”，并且在尝试滚动超过文件内容时提示“[End]”。
- -l：忽略换页符。
- -f：使滚动按行进行，而不是按屏幕进行。
- -p：通过清除屏幕而不是滚动来对文件进行换页。
- -c：通过从屏幕顶部开始重新绘制来对文件进行换页。","more命令可以分页查看文本文件，但是不能向前翻页。
A. 对
B. 错"
1093,chmod命令,"chmod 是 Linux 系统中的一个命令，用于改变文件或目录的权限。权限分为读(r)、写(w)、执行(x)三种，分别对应数字4、2、1。每个文件或目录都有三组权限，分别是用户(u)权限，组(g)权限和其他人(o)权限。命令使用说明：

```
chmod [OPTION]... MODE[,MODE]... FILE...
chmod [OPTION]... OCTAL-MODE FILE...
chmod [OPTION]... --reference=RFILE FILE...
```",chmod命令中，字母（）表示赋予用户某项权限；字母（）表示取消用户某项权限；字母（）表示为特定用户设置权限。
1094,权限操作符,在 chmod 命令中，使用权限操作符来改变文件或目录的权限。权限操作符包括 +（添加权限）、-（取消权限）和 =（设置权限）。例如，`chmod u+x file` 表示为用户添加执行权限，`chmod u-x file` 表示取消用户的执行权限，`chmod u=rwx file` 表示设置用户的权限为读、写、执行。,chmod命令中，字母（）表示赋予用户某项权限；字母（）表示取消用户某项权限；字母（）表示为特定用户设置权限。
1095,通配符,在Linux系统中，通配符是一种特殊的字符或字符串，用于匹配文件名或目录名中的一个或多个字符。常见的通配符包括星号(*)、问号(?)以及方括号([])等。使用通配符可以方便地选择需要操作的文件和目录。,"用作通配符时，？可以匹配文件名中的0个或者1个字符。
A. 对
B. 错"
1096,?通配符,"在Linux系统中，问号（?）通配符用于匹配文件名或目录名中的任意一个字符。这意味着，如果你在命令中使用这个通配符，它将匹配与该位置的任何单个字符。例如，如果你有一个文件名为""file1""，那么""file?""将匹配到这个文件，因为问号代替了""1""。","用作通配符时，？可以匹配文件名中的0个或者1个字符。
A. 对
B. 错"
1097,vi编辑器,vi 是一种文本编辑器，它在 Unix 和类 Unix 系统中广泛使用。vi 有两种模式：命令模式和插入模式。在命令模式下，可以使用各种命令来操作文本，如移动光标、删除文本等。在插入模式下，可以输入文本。,"vi 编辑器里面如何删除最后一行（）
A. 先输入G，再输入 d
B. 先输入G，再输入 dd
C. 先输入 A，再输入 dd
D. 先输入 A，再输入 d"
1098,G命令,在 vi 编辑器的命令模式下，G 命令用于将光标移动到文件的最后一行。,"vi 编辑器里面如何删除最后一行（）
A. 先输入G，再输入 d
B. 先输入G，再输入 dd
C. 先输入 A，再输入 dd
D. 先输入 A，再输入 d"
1099,dd命令,在 vi 编辑器的命令模式下，dd 命令用于删除当前行。,"vi 编辑器里面如何删除最后一行（）
A. 先输入G，再输入 d
B. 先输入G，再输入 dd
C. 先输入 A，再输入 dd
D. 先输入 A，再输入 d"
1100,A命令,在 vi 编辑器的命令模式下，A 命令用于将光标移动到当前行的末尾，并切换到插入模式。,"vi 编辑器里面如何删除最后一行（）
A. 先输入G，再输入 d
B. 先输入G，再输入 dd
C. 先输入 A，再输入 dd
D. 先输入 A，再输入 d"
1101,d命令,"在 vi 编辑器的命令模式下，d 命令用于删除操作。它需要与其他命令一起使用，例如 ""dw"" 用于删除一个单词，""dd"" 用于删除一行。","vi 编辑器里面如何删除最后一行（）
A. 先输入G，再输入 d
B. 先输入G，再输入 dd
C. 先输入 A，再输入 dd
D. 先输入 A，再输入 d"
1102,Shell引号,"在Shell中，引号有三种形式：双引号("" "")，单引号(' ')和反引号(` `)。它们在Shell脚本中使用的方式和目的是不一样的。双引号中的特殊字符如变量引用（$var）等将被解释。然而，单引号中定义的字符串会被作为原样的文字看待，单引号字符串内的任何字符都不会被特殊处理。反引号则表示引号内部的内容会被作为Shell命令执行，并返回其结果。","当字符串用单引号（’’）括起来时，SHELL将（）。
A.解释引号内的特殊字符 
B.执行引号中的命令 
C.不解释引号内的特殊字符 
D.结束进程"
1103,特殊字符,"在Shell中，有一些特殊的字符，例如 ""$"", ""&&"", ""|"", ""*"", ""?"", ""#"", ""!"", ""~""等，它们在命令行中有特别的含义或者函数，如代表变量的值，逻辑运算，命令管道，文件匹配等等。","当字符串用单引号（’’）括起来时，SHELL将（）。
A.解释引号内的特殊字符 
B.执行引号中的命令 
C.不解释引号内的特殊字符 
D.结束进程"
1104,PATH变量,PATH是一个环境变量，它定义了一系列的目录路径。当用户在命令行输入一个命令时，系统会在PATH变量定义的这些目录中查找并执行该命令。如果系统在这些目录中都找不到该命令，那么用户就会收到一个错误消息。,"将目录/home/david/bin加入PATH变量中真确命令为（）。
A. PATH=$path:/home/david/bin
B. PATH=$PATH;/home/david/bin
C. PATH=/home/david/bin
D. PATH=$PATH:/home/david/bin"
1105,环境变量的设置,"在Linux系统中，可以通过等号(=)来设置环境变量的值。例如，`VARNAME=value`会将VARNAME环境变量的值设置为""value""。如果要将一个新的路径添加到PATH变量中，需要先获取当前的PATH值，然后将新的路径添加到这个值的后面，最后将新的值设置回PATH变量。这可以通过`PATH=$PATH:newpath`来实现，其中$newpath是要添加的新路径。","将目录/home/david/bin加入PATH变量中真确命令为（）。
A. PATH=$path:/home/david/bin
B. PATH=$PATH;/home/david/bin
C. PATH=/home/david/bin
D. PATH=$PATH:/home/david/bin"
